78	32	20005	0.413876056671
8	72	10024	0.772136926651
31	66	10076	2.66195487976
74	34	10077	2.7364449501
33	58	10120	3.92534899712
1	58	10128	4.25381398201
36	11	30007	4.27520990372
49	11	10133	4.59184002876
66	14	10139	4.77763009071
13	56	10150	5.15238904953
31	17	10155	5.31320595741
28	1	20030	5.36028599739
33	13	10188	6.34868907928
30	44	10207	6.78677296638
35	41	10248	8.00220894814
30	10	10251	8.12516307831
25	62	10293	9.41633796692
61	24	10294	9.45940494537
51	63	10300	9.59766197205
36	60	10302	9.7125749588
2	58	10306	9.95997786522
48	7	10323	10.4274559021
22	69	10359	11.4817829132
13	24	10362	11.6761209965
22	56	10366	11.7733838558
79	36	10369	11.8804950714
37	57	20061	12.0038709641
31	7	10395	12.8157689571
44	72	20066	13.3719930649
39	20	10428	13.8979399204
32	72	10436	14.109251976
17	22	10482	15.2616560459
39	3	10541	17.4442369938
50	61	10549	17.7755670547
22	12	10574	18.6155080795
16	49	10578	18.7203660011
9	76	10589	19.2404589653
75	37	10618	19.9530589581
48	80	10619	19.9958159924
68	16	10634	20.4721369743
26	52	10643	20.7224490643
32	10	10659	21.1065740585
23	9	20119	21.5343689919
67	5	10675	21.586222887
12	50	10689	22.1333370209
35	11	10694	22.3144869804
55	69	10701	22.6494779587
43	31	10704	22.745855093
58	21	10740	23.983479023
53	33	10760	24.5320439339
56	25	10803	25.6461539268
6	58	10884	28.3091628551
6	70	10892	28.432174921
35	72	20157	28.5973360538
53	11	10909	29.0008380413
38	58	10954	30.2668199539
32	8	10969	30.7793939114
18	46	20169	31.1467430592
62	32	11011	32.130147934
51	69	11019	32.3136370182
45	29	11023	32.4192330837
63	19	11025	32.5087258816
62	47	11078	34.0467078686
16	49	11082	34.1501369476
10	37	11094	34.7364389896
23	42	20187	34.9848029613
68	21	11113	35.2421240807
48	12	11116	35.37936306
59	72	11120	35.5857028961
25	61	11144	36.4229090214
13	56	11147	36.5115358829
6	63	11151	36.6891469955
49	63	11171	37.4537630081
10	48	11194	38.2015888691
70	16	11204	38.4600498676
51	8	11205	38.5292079449
68	31	11245	39.6766979694
70	50	11253	40.0248448849
26	3	11268	40.5159409046
12	38	11276	40.7743880749
58	65	11288	41.1786010265
76	2	11296	41.427489996
69	55	11306	41.7373590469
15	28	11311	41.8696129322
18	78	11346	42.9071669579
59	12	11364	43.4622070789
71	34	20246	44.2867889404
20	42	11389	44.3581089973
8	77	11431	45.4268429279
64	16	11444	45.9418308735
24	55	11457	46.233424902
25	62	11460	46.3195400238
47	18	11490	47.1208860874
62	20	11509	47.8169090748
55	4	11513	47.9221339226
34	3	11515	47.9444100857
7	38	11536	48.6666100025
20	71	11544	49.0936808586
77	31	11554	49.6980159283
44	71	11574	50.2884118557
34	72	11577	50.3648688793
1	41	30102	50.3760409355
42	23	11638	52.4980809689
11	27	11676	53.7311189175
29	18	11696	54.421102047
54	61	20311	54.6193509102
38	47	11705	54.849052906
24	71	20313	54.9777989388
59	9	11719	55.2383658886
36	8	11720	55.2982559204
68	57	11757	56.1912579536
41	9	11763	56.3795950413
44	24	30113	56.3915519714
35	43	11849	58.9587659836
71	9	20342	59.1610748768
39	45	11872	59.7374680042
46	7	11874	59.8873300552
79	23	30118	59.8944878578
70	19	11880	60.1984610558
6	76	11900	60.9532570839
54	31	30121	60.9925889969
60	17	11926	61.5750348568
75	28	11946	62.1776690483
63	32	11957	62.5220620632
66	57	11979	63.0569698811
9	32	11986	63.2718369961
25	3	11987	63.3227779865
66	23	12007	64.005797863
61	25	12011	64.1712970734
66	18	12016	64.3409240246
11	80	12047	65.4007489681
15	44	12075	66.2934548855
74	9	12088	66.6433620453
73	29	12099	66.9434549809
53	70	12114	67.3672058582
67	18	12142	68.1853408813
60	78	12169	69.1029829979
46	29	20392	69.4082560539
26	80	20395	70.4517359734
7	56	12240	71.3965580463
44	63	30141	71.4032549858
49	16	12243	71.5276970863
36	78	12282	72.7678260803
38	80	12290	73.0512580872
51	26	12314	73.6666948795
78	49	12320	73.9393699169
57	80	12337	74.4049448967
22	66	12365	75.3964898586
78	29	12439	77.5532319546
28	68	12441	77.6212999821
21	67	12451	77.9761099815
46	6	12457	78.1090528965
30	62	12467	78.3070778847
45	76	12468	78.3459708691
67	45	20447	79.6384849548
71	2	12513	79.8693289757
72	42	12532	80.6686439514
33	77	12545	80.8642089367
79	30	12553	81.2174749374
66	5	12559	81.5093710423
27	55	12585	82.2809829712
3	71	30162	82.3054778576
50	28	12671	85.1092209816
10	71	12678	85.3582100868
11	59	12693	86.0715539455
28	18	12718	87.1995229721
44	20	12726	87.5127949715
70	39	12744	88.2106769085
11	30	30169	88.2327940464
28	6	12754	88.6579179764
46	28	12756	88.7240440845
61	47	30172	88.7402200699
38	61	12771	89.2707080841
41	72	12776	89.3566679955
44	37	12780	89.516395092
58	67	12785	89.7335429192
47	7	12810	90.4544529915
40	75	12819	90.7153449059
26	41	12878	92.6786859035
75	51	30180	92.6972689629
28	52	20522	93.3684699535
66	17	20524	93.6508300304
51	13	12935	94.2011198997
80	23	12947	94.4134230614
69	58	20529	94.6249079704
14	32	12976	95.2610459328
55	66	13013	96.3134870529
51	36	13022	96.5735969543
20	68	13025	96.7863879204
39	55	13033	97.0280768871
72	47	13043	97.3485898972
38	19	13047	97.4000718594
66	49	13048	97.50989604
57	33	20545	98.5468859673
77	3	13086	98.6159958839
49	39	13121	99.5763709545
9	21	13139	100.067965984
76	10	13147	100.402054071
69	59	13161	100.812879086
75	29	20559	101.114542961
1	47	13170	101.166199923
52	34	13199	102.140766859
46	62	13261	103.951205969
79	23	13270	104.188788891
74	28	13283	104.416826963
34	74	13289	104.646889925
35	2	13309	105.270463943
5	24	20583	105.762748003
32	68	20597	107.470649004
22	56	13411	108.692534924
51	73	13425	109.280483007
14	61	13430	109.559200048
19	79	13438	109.823010921
7	52	13463	110.641972065
4	26	20616	110.742910862
64	57	13475	111.029021978
2	54	13483	111.233386993
21	72	13494	111.674301863
51	68	13496	111.744131088
41	25	13498	111.761919022
18	76	13502	111.917973042
66	10	13504	112.095561028
17	52	13561	113.718147993
35	4	13569	114.071282864
34	76	20637	116.641494989
46	18	13673	117.947686911
23	52	13692	118.693782091
64	12	13704	118.948930025
65	22	13716	119.29333806
19	52	13725	119.625137091
19	47	13735	119.866502047
1	30	13764	120.775157928
49	61	13770	121.007688046
71	26	13780	121.310186863
72	17	13823	122.647269011
1	37	13832	122.878407955
39	54	13839	123.094521046
71	51	13882	124.384275913
1	71	13919	125.529016972
19	44	13945	126.568832874
53	76	13995	128.068814039
37	6	14023	128.950227976
67	52	14024	129.044740915
56	63	14064	130.547143936
25	15	14159	133.981775045
62	57	14187	134.69413805
45	22	14190	134.729713917
9	46	30248	134.732989073
9	54	14192	134.792499065
33	69	14213	135.509026051
31	46	14215	135.542133093
50	67	14237	136.19847703
54	9	14244	136.407403946
34	55	14253	136.566108942
65	7	20732	136.845849037
73	16	14273	137.026316881
19	41	14276	137.083469868
70	44	20734	137.206868887
52	70	14284	137.235296965
80	4	20740	138.253165007
64	15	14324	138.400644064
35	6	14341	139.023299932
11	72	14365	139.773388863
53	72	14390	140.319117069
8	26	14392	140.363053083
6	53	14396	140.585762978
39	7	14422	141.167516947
21	4	20759	141.21427393
56	17	20762	141.629914999
71	37	20767	142.162309885
15	60	14451	142.245444059
48	79	14452	142.265421867
15	40	14456	142.457979918
14	21	20769	142.67652607
29	2	14504	144.082426071
75	58	14508	144.243062019
35	13	14509	144.336293936
16	63	14515	144.822999001
22	47	14524	145.338073015
23	50	14532	145.553838968
67	21	14560	146.375448942
18	80	14593	147.693268061
19	46	14596	147.792455912
15	60	14628	148.753467083
14	71	14629	148.76885891
41	18	14633	148.890964031
23	73	14651	149.329926968
23	10	14652	149.412222862
62	52	14661	149.647029877
46	19	20814	149.959372044
56	3	14679	150.151793957
46	79	30292	150.153322935
59	19	20815	150.242270947
71	30	14692	150.774383068
33	78	14704	151.249072075
67	34	14735	152.32783699
68	30	14742	152.559653997
52	23	14769	153.376787901
67	22	14811	154.71458292
62	53	14817	155.039249897
47	20	14818	155.152698994
3	52	14828	155.466779947
27	63	20847	155.544960022
68	17	14852	156.377177
70	51	30305	156.379492044
63	60	14853	156.419157982
63	43	14889	157.549531937
71	46	14901	157.836101055
65	10	14903	157.892066956
29	55	14914	158.296633959
21	1	14950	159.492137909
15	35	14968	160.161627054
34	51	14979	160.569494963
13	38	15030	162.400682926
6	25	15047	162.696004868
80	45	15050	162.793573856
38	12	15065	163.139110088
23	75	15076	163.527720928
41	73	20881	163.620931864
33	43	15081	163.897168875
59	61	15091	164.347657919
57	75	20900	166.316104889
27	66	15143	166.462527037
71	56	15162	166.975205898
58	76	15169	167.37410903
66	35	30326	167.391252041
12	39	15170	167.436397076
48	14	15172	167.702960014
80	20	15210	168.89131093
78	28	15223	169.502449989
30	43	15245	170.275142908
3	43	15334	172.810811043
54	75	15338	172.929431915
10	43	15346	173.173644066
18	35	15349	173.297330856
59	3	15352	173.471935034
60	65	15406	175.197296858
47	36	15412	175.333920002
50	35	15417	175.626452923
59	12	20954	176.72262001
44	5	15456	177.045141935
18	21	15458	177.166789055
16	60	20960	177.497145891
77	20	20963	177.884007931
14	24	15485	178.361732006
29	66	20967	178.458064079
11	61	15531	179.870944023
7	51	15558	180.687052011
7	78	20978	181.450800896
75	2	15619	182.657996893
28	51	15639	183.381340027
16	76	15642	183.439002991
41	69	15686	184.663598061
31	60	21000	185.618762016
47	76	30355	185.647964001
64	48	21005	186.38319993
11	74	15783	187.269613028
56	70	15788	187.390038967
79	48	15791	187.42798996
43	70	15793	187.46925807
31	53	15799	187.753854036
21	53	15808	188.073606014
33	57	15822	188.542849064
17	35	21026	189.583962917
43	37	15854	189.890446901
70	1	21030	189.96922493
64	19	15871	190.560749054
45	11	15881	190.89568305
51	27	15893	191.233901978
64	18	15935	192.584752083
53	24	15961	193.299692869
11	57	21048	194.432633877
61	58	16004	194.614542961
75	41	16025	195.057314873
36	73	16058	196.288027048
76	42	16064	196.401440859
28	48	16094	197.31999588
48	37	21056	197.482464075
59	64	16147	199.08832407
72	27	16170	200.093965054
42	68	16172	200.182775021
16	50	21082	201.552819014
50	12	21089	202.142770052
7	63	16266	202.871007919
40	46	16275	203.267304897
33	2	16301	204.02915597
30	8	21102	204.571733952
54	21	16329	204.93521595
45	37	16361	205.919651031
59	63	16385	206.800391912
78	43	16403	207.435235023
33	44	16410	207.563497066
20	66	16421	207.812174082
20	28	16450	208.645807028
14	57	16478	209.423991919
42	26	21128	209.863561869
79	25	21135	210.995126963
54	1	16550	211.780822039
24	12	21145	212.669961929
1	71	16577	212.835177898
79	59	16589	213.384654999
16	25	16600	213.697309017
69	15	30403	213.717483997
11	40	16657	215.450973034
21	50	21159	215.873406887
65	13	21162	216.250891924
36	7	21167	216.78458786
14	27	30408	216.82907486
15	46	21173	217.698883057
58	75	16730	218.247776985
34	65	21179	218.599061012
21	2	16770	219.60720396
26	69	16784	220.018614054
7	61	16800	220.542495966
65	58	16868	222.876458883
3	45	16884	223.340241909
30	71	16891	223.437721968
17	70	30418	223.440320969
29	41	16917	224.28868103
26	20	16929	224.650522947
26	15	16937	224.940315962
73	29	16942	225.134203911
33	15	21213	225.520731926
16	23	30424	225.526578903
37	11	16954	225.695774078
34	70	16957	225.796480894
32	45	16962	225.990282059
76	56	16963	226.034769058
21	4	16984	226.743139029
55	14	16994	227.00967288
32	63	17017	227.858406067
37	60	17023	228.112807989
65	10	17072	229.303927898
53	25	17079	229.412955046
52	18	17108	230.161345005
29	47	17115	230.460983992
28	11	30437	230.465455055
22	70	30438	230.522403955
35	15	17127	230.923877954
43	24	17149	231.777189016
62	57	17177	232.647966862
34	73	17179	232.70992589
73	58	17185	232.875700951
11	22	17187	232.937695026
76	40	21255	233.17523098
71	6	17234	234.367933989
80	35	21260	234.55290699
13	40	17247	234.983290911
49	26	17292	236.375541925
13	73	17308	237.196904898
34	66	17309	237.222858906
41	76	17310	237.240714073
34	1	17331	237.65071702
56	78	21278	237.74613905
16	76	17339	237.834476948
45	1	17362	238.813541889
77	16	17367	239.024120092
71	1	17417	240.80022192
52	72	17445	241.647715092
48	33	17453	242.06420207
53	30	17510	243.832133055
49	80	21312	244.010226965
37	48	17521	244.174170971
45	72	17530	244.494328976
40	75	30465	244.497587919
20	46	17535	244.768728018
70	32	17538	244.860425949
11	76	21324	246.223655939
3	21	17595	246.583266973
22	19	17608	246.913362026
47	36	17656	248.122940063
28	60	21336	248.352406979
77	52	17665	248.422843933
40	12	17697	249.670357943
73	19	17722	250.343946934
23	52	17723	250.422379017
67	55	17738	250.860953093
1	75	17749	251.049016953
57	2	17794	252.316672087
60	73	21352	252.907613993
23	6	17821	252.983700991
75	58	30482	253.005296946
73	13	17848	254.006867886
37	43	17876	254.742851973
48	70	21371	254.79734993
21	53	17942	256.979943991
48	70	17988	258.551830053
75	12	17995	258.715373039
56	61	18006	259.131288052
65	42	18021	259.574289083
1	70	18054	260.617245913
32	58	18084	261.206672907
50	24	18088	261.355159998
71	43	18091	261.584243059
44	67	30495	261.667185068
61	28	18096	261.789715052
69	43	18097	261.8126719
38	10	18101	262.054581881
43	15	18118	262.44459796
12	74	18175	264.070966005
63	54	18179	264.17214489
46	17	18185	264.349010944
38	67	30503	264.374811888
61	15	18192	264.547559977
10	58	18240	265.682993889
32	13	21427	266.207293987
4	53	18259	266.295222044
26	4	18291	267.152786016
15	64	18302	267.37025094
57	76	18333	268.845818996
51	63	18350	269.291019917
72	55	30512	269.343170881
37	45	21447	269.708709955
52	24	18371	269.984004021
11	57	18402	270.793375969
33	61	18407	271.02295804
64	60	21466	272.660223007
21	46	18491	273.50504303
24	12	21477	273.641995907
39	6	30520	273.644057035
28	58	30521	273.652219057
6	71	18510	274.020823956
44	37	18513	274.169230938
5	34	18526	274.548860073
28	59	18540	274.842074871
10	80	18543	274.977357864
71	44	21488	275.036223888
43	75	21495	275.771049023
9	78	18600	277.270886898
32	50	18613	277.739101887
64	10	18633	278.238617897
69	20	18656	278.971090078
55	64	18681	279.75880599
26	4	18707	281.101173878
54	39	21532	282.290159941
4	28	18752	282.362568855
70	6	18768	282.961019993
72	1	18778	283.233149052
22	66	18801	283.861231089
11	44	18823	284.510109901
10	73	30541	284.566663027
54	62	30542	284.607263088
66	12	18853	285.57742095
14	48	18864	285.997955084
11	23	21552	286.221014023
64	29	21559	287.09664607
50	37	18902	287.525896072
50	72	18913	287.876414061
31	50	18930	288.417033911
79	52	18983	290.252307892
45	78	19012	291.031780958
37	15	21588	291.205374956
53	64	19020	291.539427996
48	1	21595	292.692609072
54	20	19065	293.108618975
71	44	19090	293.842638969
56	38	19095	294.041428089
58	11	19098	294.118597031
10	66	21601	294.400465965
30	75	21609	295.088232994
54	29	21612	295.365828037
41	21	21627	297.720342875
58	4	19206	297.839744091
42	30	19225	298.676441908
26	18	19243	299.235018015
38	80	19249	299.469100952
65	54	19251	299.545748949
3	64	19265	300.099529028
51	1	21644	300.485110044
71	52	19277	300.791730881
14	32	19285	301.153907061
28	72	30572	301.172849894
25	60	19294	301.554440975
29	7	21650	301.617588043
3	56	19298	301.698122025
70	18	19307	301.904520035
41	34	19310	301.983525991
34	72	30578	302.028641939
8	27	19313	302.136831999
24	41	19315	302.195429087
49	2	19332	302.756303072
36	10	19346	303.180713892
40	15	19348	303.265522003
15	30	21670	304.210608006
55	26	19386	304.656504869
76	26	21675	305.095390081
10	71	19421	305.931766987
77	9	19425	306.08446002
20	71	19454	307.004312038
4	42	19467	307.307333946
80	9	19480	307.525317907
45	67	19481	307.620624065
80	26	19490	307.943552017
35	52	19525	308.79270792
44	27	19556	309.758205891
14	34	19567	310.121603012
69	38	19571	310.300083876
78	58	30598	310.309664965
21	50	30599	310.336606026
29	5	19572	310.374763012
14	55	19606	311.432234049
63	40	19607	311.552711964
10	49	19617	312.037479877
68	13	19636	312.706044912
15	34	21726	313.926918983
13	77	19699	314.681560993
76	17	19709	315.161817074
38	6	19711	315.28687501
32	69	19723	315.597651958
64	41	19741	316.250025988
69	10	19742	316.355006933
68	28	19746	316.444525957
53	39	19778	317.239742994
72	30	21754	317.633625984
19	44	19838	318.890281916
59	28	19845	319.140807867
7	71	19851	319.245835066
63	53	19852	319.26174593
31	4	19853	319.301568031
8	24	21770	320.213864088
61	60	19916	321.161092997
43	11	19959	322.44284296
43	72	21790	323.828895092
34	53	10005	323.926388025
7	23	10006	324.03077507
6	72	10018	324.507493973
38	48	10041	325.275904894
1	65	10053	325.720859051
25	60	10064	325.928405046
44	19	10089	326.919919014
54	20	10107	327.549378872
4	26	10111	327.649018049
73	50	10129	328.142448902
43	70	10178	329.956927061
48	28	10179	329.994520903
2	22	10193	330.307693958
11	67	10202	330.766546011
3	79	30638	330.768723011
54	29	21836	332.549087048
36	11	10266	332.673588037
72	16	21838	332.790724993
12	28	10275	332.912890911
73	24	10318	334.545986891
17	55	10326	334.84225297
28	15	10342	335.15693903
69	33	10380	336.26223588
57	36	10389	336.466140985
17	69	10392	336.557308912
1	28	21863	336.859816074
59	10	10452	338.564316034
15	43	10463	339.089349031
31	9	10503	340.405889034
47	71	10507	340.63911891
18	40	10516	340.788712978
4	75	10592	343.300600052
61	29	10603	343.65102005
14	65	10612	343.932169914
39	53	10625	344.400933027
50	61	10646	345.09069705
35	76	10651	345.181925058
70	56	10691	346.584624052
35	67	10708	347.147872925
7	73	10709	347.189719915
68	29	10717	347.713105917
15	44	10734	348.395406961
66	15	10751	348.895848036
45	38	21927	349.30198288
51	39	21931	349.597877026
69	40	10775	349.756514072
3	34	10778	349.899232864
4	51	10787	350.189212084
61	17	10789	350.333724022
54	72	10790	350.403398991
68	36	10806	351.093800068
33	17	10852	352.72726202
70	10	10854	352.86322999
2	75	10871	353.268821001
10	63	21949	353.326320887
74	46	10897	353.921787977
11	57	21958	354.525326014
57	76	30681	354.530703068
19	35	10927	354.933124065
7	58	10931	355.045906067
26	57	10932	355.073304892
6	41	10942	355.255008936
36	15	10957	355.691426039
3	52	10960	355.88361907
25	47	10971	356.200224876
42	1	10977	356.544120073
40	78	21973	356.621655941
26	43	21974	356.702951908
38	53	21975	356.898352861
79	23	10987	357.006260872
54	12	30694	357.013720989
71	40	11017	357.750196934
4	43	30696	357.75356102
6	52	11020	357.860972881
76	33	11024	358.018188953
78	4	11026	358.107650995
15	24	11028	358.239738941
73	23	11066	359.440554857
20	67	11093	360.257812977
76	25	11125	361.283456087
41	73	11134	361.596560001
40	5	11144	361.816431999
23	4	11148	362.027464867
16	66	11167	362.419823885
8	50	11174	362.585813999
63	14	11175	362.640498877
9	37	11189	363.012853861
35	71	22010	363.327832937
70	35	11228	363.974742889
61	7	11249	364.676891088
20	72	11257	365.062037945
72	26	11260	365.196305037
14	64	11264	365.342005014
12	30	11269	365.445744991
79	39	22023	365.465214014
48	77	22027	365.999871969
14	60	11297	366.60355401
63	43	11308	366.947339058
71	45	11327	367.481726885
72	19	11357	368.801912069
23	54	11362	368.983444929
77	3	11372	369.242485046
