44898	95.8434	3.1551	37800	18.883935	100.0000
51754	97.0423	3.3470	40600	27.990257	100.0000
57618	24.1109	49.2391	148400	43.910278	100.0000
56322	84.2452	1.8612	19600	54.775952	100.0000
59250	91.0671	2.4597	28000	71.048606	100.0000
56014	13.4534	71.5955	120400	76.367814	100.0000
38348	94.2696	1.5445	18200	86.557289	100.0000
46818	19.7165	34.6512	85400	110.090066	100.0000
45408	95.6676	12.0584	144200	112.781159	100.0000
48428	30.6099	87.0828	333200	120.381920	100.0000
42826	97.6774	7.9118	96600	125.883870	100.0000
56928	96.0470	35.7992	429800	131.812389	100.0000
33622	95.6454	191.2231	2286200	132.675952	100.0000
38890	95.7979	14.4972	173600	134.440450	100.0000
40606	94.4932	0.9482	11200	136.384711	100.0000
53428	87.7282	2.4257	26600	162.716486	100.0000
57738	44.0211	2.5442	14000	186.754801	100.0000
32812	95.6469	146.2546	1748600	197.860349	100.0000
42332	22.4170	10.9917	30800	206.601962	100.0000
35264	95.3779	35.5806	424200	223.832347	100.0000
59010	95.6111	60.5620	723800	229.507956	100.0000
40766	94.6447	429.6826	5083400	232.355089	100.0000
59200	94.8168	7.6780	91000	234.252795	100.0000
60262	96.6771	2.6645	32200	290.510549	100.0000
52840	97.8528	2.2892	28000	294.008977	100.0000
54860	95.6221	122.7499	1467200	336.643004	100.0000
40508	95.5994	94.3102	1127000	346.227006	100.0000
42764	97.6267	6.8834	84000	351.965683	100.0000
55050	95.7325	116.4077	1393000	355.015254	100.0000
54804	95.6324	295.0129	3526600	404.891980	100.0000
50218	97.3953	4.2548	51800	409.348454	100.0000
35060	49.2482	3.8661	23800	430.702924	100.0000
46314	88.5431	2.6563	29400	432.315720	100.0000
41248	94.2300	2.0206	23800	444.324451	100.0000
33284	95.9865	3.2671	39200	447.388967	100.0000
33066	92.0913	1.5810	18200	459.789515	100.0000
57828	95.1998	39.1765	466200	491.709455	100.0000
55144	95.2758	799.1286	9517200	519.130577	100.0000
42986	93.0416	4.5743	53200	563.714858	100.0000
