60048	9.7411	0.2464	300	1.214098	100.0000
36008	14.7978	2.2706	4200	6.015757	100.0000
40946	5.1360	0.3474	223	6.111820	100.0000
43906	19.6339	2.8522	7000	8.853551	100.0000
56090	0.7901	1.7516	173	17.289567	100.0000
52842	12.9115	4.3372	7000	22.433846	100.0000
37152	3.1011	0.3534	137	26.043101	100.0000
43124	1.4981	1.1054	207	34.618857	100.0000
46484	2.2347	0.8234	230	44.922427	100.0000
49128	10.4867	1.0680	1400	48.543084	100.0000
54392	3.6000	0.3711	167	64.538002	100.0000
35398	15.2467	3.6729	7000	67.060242	100.0000
34970	10.0965	1.0277	1297	69.121650	100.0000
51162	9.9749	1.1228	1400	73.069490	100.0000
49076	11.6683	0.9599	1400	94.108337	100.0000
42772	9.8322	0.4499	553	100.383038	100.0000
44886	15.5337	0.7210	1400	107.839139	100.0000
44258	0.0099	4527.2249	5600	116.051136	100.0000
57648	5.4875	0.7260	498	145.661312	100.0000
53596	94.5129	0.0700	827	150.555671	100.0000
33378	4.8290	0.5964	360	169.184800	100.0000
42290	0.0912	614.3240	7000	181.458674	100.0000
59910	32.4502	0.1985	805	4.267270	100.0000
54462	1.3337	0.8218	137	4.829007	100.0000
60896	3.4793	0.3035	132	8.730471	100.0000
39450	5.0942	0.3533	225	11.413666	100.0000
43092	3.8165	1.1676	557	19.374056	100.0000
51270	0.0068	190.4219	162	42.374708	100.0000
55006	15.7141	0.4373	859	66.829183	100.0000
48222	11.1762	4.0085	5600	67.722490	100.0000
36490	95.0175	0.0773	918	89.227899	100.0000
33858	0.0239	936.5969	2800	94.803021	100.0000
54130	0.3152	213.1904	8400	99.743384	100.0000
53956	0.0329	2045.6154	8400	117.794581	100.0000
56470	3.0624	0.4336	166	126.611384	100.0000
48638	8.6120	5.2020	5600	128.564439	100.0000
59208	0.0048	680.3333	408	144.779710	100.0000
57418	6.2109	5.4098	4200	160.533888	100.0000
37172	0.0289	1939.2684	7000	164.239867	100.0000
41158	0.0030	22336.6479	8400	145.087219	100.0000
34066	0.0578	189.1533	1367	182.552974	100.0000
46916	10.9315	0.5708	780	191.288350	100.0000
41478	18.7398	0.5977	1400	201.645349	100.0000
33490	7.8119	0.8008	782	222.901343	100.0000
37126	5.0261	0.7688	483	14.765888	100.0000
41292	23.2355	0.9640	2800	17.707690	100.0000
39582	12.1979	0.7673	1170	25.153240	100.0000
55702	13.4275	0.4915	825	57.243899	100.0000
35208	21.3309	0.5251	1400	61.087453	100.0000
45788	11.4411	0.4580	655	67.124090	100.0000
54658	8.1499	2.7485	2800	67.672594	100.0000
55952	8.1168	0.3617	367	71.333660	100.0000
50144	0.0085	1318.2584	1400	76.741633	100.0000
49880	0.0280	800.7454	2800	97.390763	100.0000
50100	4.1930	0.5571	292	107.008608	100.0000
45604	22.6159	1.9809	5600	108.434414	100.0000
52978	0.1641	204.7006	4200	110.363488	100.0000
59830	2.9329	0.6219	228	118.122415	100.0000
37842	0.0123	2726.4607	4200	115.191850	100.0000
50658	95.7663	0.0842	1008	121.156608	100.0000
35350	20.7809	1.0779	2800	131.418764	100.0000
57364	24.8541	0.4146	1288	135.622175	100.0000
43678	0.0068	478.0908	406	138.891204	100.0000
43868	0.0305	1100.6704	4200	139.608497	100.0000
56372	20.1335	0.5563	1400	134.285387	100.0000
34724	95.4119	0.0625	745	147.424947	100.0000
53930	17.3230	1.2931	2800	150.390032	100.0000
54024	0.6186	1.5002	116	157.392860	100.0000
58962	17.9937	1.2449	2800	164.715704	100.0000
48300	4.7721	0.5365	320	175.627247	100.0000
44166	0.3777	177.9160	8400	187.352901	100.0000
44954	0.0318	1057.3638	4200	187.782836	100.0000
60618	3.9038	0.5779	282	191.516488	100.0000
42866	17.3823	0.6443	1400	25.452865	100.0000
52166	23.5971	0.4746	1400	25.399744	100.0000
60168	21.5238	2.6018	7000	26.008734	100.0000
54584	7.9683	0.4940	492	65.478753	100.0000
49348	2.6538	0.5969	198	82.632253	100.0000
34320	0.0082	6795.3503	7000	95.786281	100.0000
46866	1.2744	0.7282	116	105.524609	100.0000
57822	0.0002	5630.9591	152	109.139863	100.0000
59746	0.1534	219.0790	4200	133.793580	100.0000
60698	0.0024	4581.8907	1400	129.999757	100.0000
60476	5.2721	2.1244	1400	138.627428	100.0000
52142	0.0031	283.9080	109	148.951796	100.0000
59354	0.0035	542.4380	234	155.803605	100.0000
41500	1.0793	1.1563	156	165.330275	100.0000
34082	3.8277	0.7399	354	199.834006	100.0000
